number,code,name,qualification,duration,conditions
6,INT1204,إعلام آلً / خيار 8 البرمـــجة ,4,24,الثانية ثانوي
7,INT1205,إعلام آلً التسٌ ٌـر ,4,24,الثانية ثانوي
8,INT1206,تركٌب  شبكات  الاتصال اللاسلكً  ,4,24,الثانية ثانوي
9,INT0703,إعلام آلً / خيار8 قاعدة المعطٌات ,5,30,الثالثة ثانوي
10,INT0704,إعلام آلً / خيار8 صٌٌانة الأنظمة المعلوماتٌٌة ,5,30,الثالثة ثانوي
11,INT1208,تركٌب الألٌاف البصرٌة ,5,30,الثالثة ثانوي
12,INT1601,إعلام آلً / خيار 8 مُطوّر الواب والوسائط الإعلامٌٌة ,5,30,الثالثة ثانوي
13,INT1801,الأنظمة الرقمٌة/ خٌٌار: المعلوماتٌة وشبكات المعلـوماتٌــة ,5,30,الثالثة ثانوي
14,INT0705,إدارة وأمـن شبكـات المعلـوماتٌــة ,5,30,الثالثة ثانوي
15,INT1207,الاتصالات  ,5,30,الثالثة ثانوي
16,INT1701,طاقة  ومحٌط الإتصال ,5,30,الثالثة ثانوي
17,INT1702,رادٌو -  الاتصالات ,5,30,الثالثة ثانوي
18,INT1703,شبكات  الاتصال السلكٌة ,5,30,الثالثة ثانوي
19,INT1704,إدارة الحوسبة السحابٌة والمحاكاة الافتراضٌة ,5,30,الثالثة ثانوي
20,INT1705,إدارة مركز البٌانات ,5,30,الثالثة ثانوي
21,INT1706,إعلام آلً  / خٌار : مطور تطبٌقات متعددة المنصات ,5,30,الثالثة ثانوي
22,INT1901, إدارة الهاتف عبر voip ,5,30,الثالثة ثانوي
1,MEE2103,تس ٌر وفرز النفاٌٌات ,1,12,بدون مستوى
2,MEE1201,ترك ب القنوات ,2,12,الطور الابتدائي
3,MEE1804,الصرف الصحً وجمع النفاٌٌات الخاصة ,2,12,الطور الابتدائي
4,MEE1902,تسٌ ٌر النفاٌٌات الخط رة ,2,12,الطور الابتدائي
5,MEE1903,إعادة تؤهٌٌل وصٌانة المنشآت الهٌدروتقنٌٌة ,3,18,الطور المتوسط
6,MEE1202,صٌانة المسابح ,3,18,الطور المتوسط
7,MEE0701,صٌانة شبكات الصرف ,3,18,الطور المتوسط
8,MEE0702,صٌانة شبكات التزوٌد بالماء الشروب ,3,18,الرابعة متوسط
9,MEE0704,التزوٌد بالماء الشروب ,4,24,الثانية ثانوي
10,MEE1805,معالجة النفاٌٌات ,4,24,الثانية ثانوي
11,MEE1901,استغلال محطات تطهٌر المٌٌاه ,4,24,الثانية ثانوي
12,MEE1905,تنظٌم وتوزٌع مٌاه السقً  ,4,24,الثانية ثانوي
13,MEE1906,استغلال السدود ,5,30,الثالثة ثانوي
14,MEE1901,فحص المنشآت اله دروتقنٌة )السدود( ,5,30,الثالثة ثانوي
15,MEE1801,إعادة تؤهٌٌل مرافق الصرف الصحً  ,5,30,الثالثة ثانوي
16,MEE0705,إستغلال أنظمة التزوٌد بالماء الشروب ,5,30,الثالثة ثانوي
17,MEE0706,استغلال وصٌانة أنظمة  الصرف الصحً  ,5,30,الثالثة ثانوي
18,MEE0707,استغلال محطّـات معالجة المٌاه ,5,30,الثالثة ثانوي
19,MEE0708,معالجة المٌٌاه ,5,30,الثالثة ثانوي
20,MEE0709,تس ٌر و اقتصاد الماء ,5,30,الثالثة ثانوي
21,MEE1802,البٌئة ,5,30,الثالثة ثانوي
22,MEE0710,تسٌ ٌر و استرجاع النفاٌات ,5,30,الثالثة ثانوي
1,MES1201,نساجة وحٌاكة  ,1,12,الطور الابتدائي
2,MES0703,تركٌب و تصلٌٌح الـنظارات ,2,12,الرابعة متوسط
3,MES0704,تصلٌح الساعات ,2,12,الرابعة متوسط
4,MES0705,مغسلة و التنظٌف الجاف ,2,12,الطور الابتدائي
5,MES0702,حلاقـة الرجال ,2,12,نهاية الطور الابتدائي
6,MES0701,حِلاقـة النساء ,2,12,الرابعة متوسط
7,MES0706,ماكٌاج مان كٌر ,3,18,الرابعة متوسط
8,MES0707,التجمٌل ,4,24,الثانية ثانوي
9,MES1202,مساعدة حضانة  ,4,24,الثانية ثانوي
10,MES0708,مُربٌة الطفولة الأولى ,5,30,الثالثة ثانوي
11,MES0709,تجمٌل و حلاقة ,5,30,الثالثة ثانوي
12,MES1203,التجمٌٌل و مستحضرات التجمٌل ,5,30,الثالثة ثانوي
1,MIC1802,مفتت فً المناجم ,2,12,بدون مستوى
2,MIC1901,الوقاٌة و الأمن المنجمً  ,2,12,الرابعة متوسط
3,MIC1902,سائق آلٌات إستغلال المناجم  ,2,12,الطور الابتدائي
4,MIC1201,منجمً  فً المحاجر ,3,18,الطور الابتدائي
5,MIC1803,ثاقب فً المناجم  ,4,24,الثانية ثانوي
6,MIC1804,ســبـار فً المحاجر ,4,24,الثانية ثانوي
7,MIC1805,تقنً  المناجم  ,4,24,الثانية ثانوي
8,MIC1806,الطوبوغرافً فً المناجم )مساح( ,4,24,الثانية ثانوي
9,MIC1202,مـسُ ر الإنشاءات لمعالجة الـركاز ,5,30,الثالثة ثانوي
10,MIC1203,ج ولوجًجٌولوجً المناجم ,5,30,الثالثة ثانوي
11,MIC1204,مخبري في المناجم والمحاجر ,5,30,الثالثة ثانوي
1,MME0702,الفلكنة و هندسة العجلات ,1,12,نهاية الطور الابتدائي
2,MME1201,توازي وموازنة العجلات ,1,12,نهاية الطور الابتدائي
3,MME1801,م كانٌٌك تصلٌٌح الدراجات العادٌة والنارٌة ,2,12,الطور المتوسط
4,MME0703,م كانٌك تصلٌٌح آلٌات الورشات ,2,12,الرابعة متوسط
5,MME0704,م كانٌك تصلٌٌح الآلات الفلاحٌة ,2,12,الرابعة متوسط
6,MME0705,م كانٌك تصلٌٌح قوارب الصٌد والٌخت  ,2,12,الرابعة متوسط
7,MME0706,قٌادة و صٌانة الآلات الفلاحٌة ,2,12,الطور الابتدائي
8,MME0707,قٌادة و صٌانة آلٌات الورشات ,2,12,الطور الابتدائي
9,MME0708,م كان ك تصلٌ ح عـتاد الرّي ,2,12,الرابعة متوسط
10,MME1202,سائق النقالة ,2,12,الطور الابتدائي
11,MME1802,قٌادة الٌات أشغال الطرقات      ,2,12,الطور الابتدائي
12,MME0709,م كانٌك تصلٌح مركبات الوزن الخفٌف ,3,18,الرابعة متوسط
13,MME0712,م كانٌك تصلٌٌح المركبات الصناعٌة ,3,18,الرابعة متوسط
14,MME0710,م كانٌك تصلٌح أنظمة الضغط الهوائً و اله درول كٌة  ,3,18,الرابعة متوسط
15,MME0711,م كانٌك تصلٌح  تجهٌزات حقن الدٌازل ,3,18,الرابعة متوسط
16,MME1203,م كانٌٌك وتصلٌٌح الٌٌات المناجم ,3,18,الرابعة متوسط
17,MME1204,مشغل الرافعة ,3,18,الرابعة متوسط
18,MME1205,م كانٌٌك وتصلٌٌح  الالٌات البحرٌة ,3,18,الرابعة متوسط
19,MME0713,صٌانة مركبات الوزن الخفٌف ,4,24,الثانية ثانوي
20,MME0714,صٌانة آلٌات الورشات ,4,24,الثانية ثانوي
21,MME0715,صٌانة ألٌات الفلاحة ,4,24,الثانية ثانوي
22,MME0720,صٌانة قوارب الصٌد و الٌخت  ,4,24,الثانية ثانوي
23,MME1206,قٌادة محطة صناعة الخرسانة ,4,24,الثانية ثانوي
24,MME1207,تصلٌٌح وصٌانة المضخات والتجهٌزات اله درول كٌٌة ,4,24,الثانية ثانوي
25,MME0716,تركٌب وصٌانة عتاد الري ,5,30,الثالثة ثانوي
26,MME0717,صٌانة المركبات الصناعٌة ,5,30,الثالثة ثانوي
27,MME1803,م كاترونٌٌك السٌارات ,5,30,الثالثة ثانوي
28,MME0718,صٌانة آلٌات الورشات ,5,30,الثالثة ثانوي
29,MME0719,صٌانة الآلات الفلاحٌة ,5,30,الثالثة ثانوي
1,PEC1201,تربٌة الأسماك فً الأحواض ,1,12,الطور الابتدائي
2,PEC1202,تربٌة المحار ,1,12,الطور الابتدائي
3,PEC1801,معالجة المنتجات السمكٌة ,1,12,نهاية الطور الابتدائي
4,PEC0702,مرمم شباك الصٌد  ,2,12,الطور الابتدائي
5,PEC0703,تربٌة أسماك الزٌنة ,2,12,الطور الابتدائي
6,PEC1802,تربٌة المائٌ ات ,2,12,الطور المتوسط
7,PEC1203, تربٌة اسماك الزٌنة ,4,24,الثانية ثانوي
8,PEC0705, تربٌة المـائـٌات  ,5,30,الثالثة ثانوي
1,TAG1201,عامل المقسم الهاتفً  ,1,12,نهاية الطور الابتدائي
2,TAG1202,"مساعد تقنً متخصص فً المكتبات، التوثٌق و الأرشٌف ",2,12,الرابعة متوسط
3,TAG0701,أمٌن مخزن ,2,12,الرابعة متوسط
4,TAG1203,عون ادراج المعلومات ,2,12,الرابعة متوسط
5,TAG0702,المحاسبة ,3,18,الرابعة متوسط
6,TAG0703,البنوك ,3,18,الرابعة متوسط
7,TAG0704,التؤمٌٌنات ,3,18,الرابعة متوسط
8,TAG0705,الأمانة ,3,18,الرابعة متوسط
9,TAG1204,مستشار البٌٌع ,3,18,الرابعة متوسط
10,TAG2126,تجاري(تجارة) ,4,24,الثانية ثانوي
11,TAG2121,العبور و الجمركة ,4,24,الثانية ثانوي
12,TAG0708,الأماة المكتبٌة ,4,24,الثانية ثانوي
13,TAG0709,المحاسبة ,4,24,الثانية ثانوي
14,TAG0718,التقنٌات المحاسبة ,4,24,الثانية ثانوي
15,TAG1205,الشراء و التموٌن ,4,24,الثانية ثانوي
16,TAG1206,تس ٌر المخزونات ,4,24,الثانية ثانوي
17,TAG0719,البنــوك ,4,24,الثانية ثانوي
18,TAG0720,التؤمٌنــات ,4,24,الثانية ثانوي
19,TAG0721,الاقتصاد و القانون ,5,12,ش ت ت م +  الثالثة ثانوي
20,TAG1801,تسٌ ٌر المخزنات و اللوجستٌٌك  ,5,30,الثالثة ثانوي
21,TAG0710,التوثٌق و الأرشٌف ,5,30,الثالثة ثانوي
22,TAG0711,التجارة الدولٌة ,5,30,الثالثة ثانوي
23,TAG0712,التسوٌٌق ,5,30,الثالثة ثانوي
24,TAG0713,أمانة المد رٌة ,5,30,الثالثة ثانوي
25,TAG0714,المحاسبة و التسٌ ٌر ,5,30,الثالثة ثانوي
26,TAG0715,البنوك ,5,30,الثالثة ثانوي
27,TAG0716,التؤمٌٌنات ,5,30,الثالثة ثانوي
28,TAG0717,تسٌ ٌر الموارد البشرٌٌة ,5,30,الثالثة ثانوي
29,TAG1207,المحاسبة و المالٌة ,5,30,الثالثة ثانوي
30,TAG1802,تسٌ ٌر تجارة التجزئة ,5,30,الثالثة ثانوي
31,TAG1803,الإستشارة عن بعد ,5,30,الثالثة ثانوي
1,TAV0701,التصوٌر ,3,18,الرابعة متوسط
2,TAV1806,المشغل الإسقاطً  ,3,18,الرابعة متوسط
3,TAV1801,السمعً البصري / خيار: إلتقاط الصورة ,4,24,الثانية ثانوي
4,TAV1802,السمعً البصري / خيار8 إلتقاط الصوت ,4,24,الثانية ثانوي
5,TAV1803,السمعً البصري / خيار8 تركٌب ,4,24,الثانية ثانوي
6,TAV0702,تقنٌات استغلال تجهٌزات السمعً البصري ,4,24,الثانية ثانوي
7,TAV0703,تقنٌات السمعً البصري / خيار 8 الصورة ,5,30,الثالثة ثانوي
8,TAV0704,تقنٌات السمعً البصري /خيار 8 الصوت ,5,30,الثالثة ثانوي
9,TAV0705,تقنٌات السمعً البصري /خيار 8 التركٌب ,5,30,الثالثة ثانوي
10,TAV1201,تقنٌات استغلال و صٌٌانة التجهٌٌزات السمعٌة البصرٌة ,5,30,الثالثة ثانوي
11,TAV1804,السمعً البصري /خيار8 تستسٌٌرٌر الإنتاج  ,5,30,الثالثة ثانوي
12,TAV1805,السمعً البصري /خيار8 التركٌب و ما بعد الإنتاج  ,5,30,الثالثة ثانوي
1,THC1202,إنتاج النسٌج /خيار: الحٌاكة ,1,12,الطور الابتدائي
2,THC1203,إنتاج النسٌج /خيار: الغزل ,1,12,الطور الابتدائي
3,THC1204,"إنتاج النسٌج /خيار: التلفٌف، التجمٌٌع و إعادة الفتل ",1,12,الطور الابتدائي
4,THC1205,إنتاج النسٌج /خيار: تحضٌر الغزل ,1,12,الطور الابتدائي
5,THC1206,تحضٌٌرالانسجة / خيار: التسدٌة - التبوٌش ,1,12,الطور الابتدائي
6,THC1207,تحضٌٌرالانسجة / خيار:عاقد- مركب  ,1,12,الطور الابتدائي
7,THC1208,تحضٌٌرالانسجة / خيار:  مركب السلسلة    ,1,12,الطور الابتدائي
8,THC1209,منظف ومشحم تجهٌزات الغزل ,1,12,الطور الابتدائي
9,THC1210,منظف مشحم  تجهٌزات  النسٌج ,1,12,الطور الابتدائي
10,THC0703,م كانٌك تصلٌح آلات الغرز      ,2,12,الرابعة متوسط
11,THC1212,م كانٌك تصلٌٌح آلات الخٌاطة و الحٌاكة ,2,12,الرابعة متوسط
12,THC1211,التفصٌل الصناعً  ,2,12,الرابعة متوسط
13,THC0701,الخـٌـاطــة ,2,12,الرابعة متوسط
14,THC0702,خٌاطة الألبـسـة الجـاهـزة ,3,18,الرابعة متوسط
15,THC0704,صناعةالأنسجة / خيار : معالجة الأنسجة  ,3,18,الرابعة متوسط
16,THC1213,م كانٌٌك ضبط آلات النسٌٌج ,3,18,الرابعة متوسط
17,THC1214,م كانٌٌك ضبط آلات الغزل ,3,18,الرابعة متوسط
18,THC1215,م كانٌٌك ضبط آلات معالجة الأنسجة ,3,18,الرابعة متوسط
19,THC1216,م كانٌٌك ضبط آلات تحضٌر النس ج ,3,18,الرابعة متوسط
20,THC0705,م كانٌٌك ضبط تجهٌزات النسٌج ,4,24,الثانية ثانوي
21,THC1217,خٌاط ألبسة السٌدات ,4,24,الثانية ثانوي
22,THC1218,خٌاط ألبسة الرجال ,4,24,الثانية ثانوي
23,THC1801,نموذج التدرج فً صناعة الألبسة  ,4,24,الثانية ثانوي
24,THC1802,أسالٌب الملابس ,5,30,الثالثة ثانوي
25,THC1803,أسالٌب النسٌج ,5,30,الثالثة ثانوي
26,THC1804,تنظٌم و إطلاق النسٌٌج ,5,30,الثالثة ثانوي
27,THC1805,صناعةالأنسجة / خيار8 معالجة النسٌج ,5,30,الثالثة ثانوي
28,THC1806,إنتاج النسٌج / خيار: هٌاكل النسٌج ,5,30,الثالثة ثانوي
29,THC0707,تصمٌٌم الأزٌاء ,5,30,الثالثة ثانوي
30,THC0708,تسٌ ٌر إنتاج الألبسة ,5,30,الثالثة ثانوي
31,THC0706,صٌانة أجهزة صناعة الألبسة ,5,30,الثالثة ثانوي
